id,genre,title,keywords,hashtags,channel_name
Bnj8Kldqr3o,Tech,No license required Air Gun Colt 1911 Special Combat Classic,"Introducing the Colt 1911 Special Combat Classic CO2 BB Pistol in 4.5mm (.177cal) – a must-have addition for enthusiasts of 1911 guns. As soon as you grip this pistol, you'll be captivated by its remarkable weight, dimensions, and lifelike authenticity. watch full video here - https://youtu.be/PcfvmDBMKoE Special Bombat Colt 1911 Classic co2 powered air gun specs Type - Semiauto BB Air Pistol This is a Non blowback gun Power - 12-gram CO2 cartridge Magazine capacity - 20round removable BB Magazine Sight - Fully adjustable rear sight Sight - The fixed front sight has a white alignment dot Action - Double & single-action Safety - Manual safety (1911 grip safety is non-functional) Weaver accessory rail under the barrel Mostly metal with plastic grips Up to 100 shots per CO2 cartridge You do not need a license for this air gun as it is .177 cal, this can be used for aim practice, muscle memory training and also in films.",#tech #information ,@gogi
FOYYsOeArMY,Travel,#19 RUSSIA-CHINA border ke pass akele bhatak gaye,"Travel, Bike,Mongolia border pe motorcycle ride",#travel #china,@WanderDa
cFaNfhTvy_o,Cricket,3 Kg Iron Ball Vs English Willow Bat 😱,"Cricket,Funny,Experiment",#cricketwithvishal #shorts,@CricketWithVishal
D_WO7DMlp1g,Politics,What a Roast | Suresh Chavhanke v Digvijay Singh,"What a Roast | Suresh Chavhanke v Digvijay Singh #share #shortsvideo @TattvaAurTark #sanatandharma #bharat #shorts #waitforend Suresh Chavhanke is an Indian journalist who is the current chairman, managing director (CMD) and the editor-in-chief of Sudarshan News (Sudarshan TV Channel Limited). He is the anchor of TV show bindas Bol. Digvijaya Singh is an Indian politician and a Member of Parliament in the Rajya Sabha. He is Ex-General Secretary of the Indian National Congress party's All India Congress Committee. Previously, he had served as the 14th Chief Minister of Madhya Pradesh, a central Indian state, for two terms from 1993 to 2003. Prior to that he was a minister in Chief Minister Arjun Singh's cabinet between 1980 and 1984. In 2019 Lok Sabha elections he was defeated by Pragya Singh Thakur for Bhopal Lok Sabha seat.",#share #shortsvideo @TattvaAurTark #sanatandharma #bharat #shorts #waitforend,@TattvaAurTark
eaHLuO7N22E,Mathematics,Ramanujan Attitude Status🔥The Greatest Mathematician Of India😈 | The Man Who Know infinity #viral,"SUBSCRIBE to @TheBloomySpace and join me in the Journey to learn something new every day✨ ==================================== Follow me on:- 👉Instagram: https://www.instagram.com/incredible_radhikaa/ 👉 LinkedIn: http://linkedin.com/in/radhika-sarraf-910601155 👉 YouTube: https://www.youtube.com/@TheBloomySpace ◈◈◈◈◈◈MUSIC USED◈◈◈◈◈◈◈ Aasman Ko Chukar - @YoutubeMusicLibrary ◈◈◈◈◈◈◈◈◈◈◈◈◈◈◈◈◈◈◈◈◈◈◈ If you liked the video Please Do Subscribe My Channel and be a part of the learning community🤍✨ Thank you for Watching! ==================================== * Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, commenting, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statutes that might otherwise be infringing. Non-profit, educational, or personal use tips the balance in favor of fair use. This content doesn't belong to me, it is edited and shared only for the purpose of awareness, and if the content OWNER (visual/audio) of this content has any issue, we request you to directly message me, thus we sort out the outcome. Regards, Radhika Business Contact: - contact.radhikasarraf@gmail.com ==================================== Tags (ignore it):- srinivasa ramanujan, ramanujan mathematician, ramanujan hindi movie, ramanujan attitude status movie, ramanujan attitude status shorts, ramanujan attitude status song, the man who knew infinity, ramanujan movie in hindi, ramanujan biography, ramanujan mathematician,srinivas ramanujan,s ramanujan, ramanujan story,srinivasa ramanujan biography,ramanujan cambridge, ramanujan summation, about ramanujan, soma de ramanujan,ramanujan and hardy, ramanujan full movie, ramanujan childhood,infinity vs ramanujan, ramanujan hindi movie,srinivasa ramanujan iyengar, ramanujan childhood stories, the man who knew infinity, the man who knew infinity interview, the man who knew infinity movie clip, the man who knew infinity clip,man who knew infinity,the man who saw infinity, the man who knew infinity hindi, the man who knew infinity trailer, the man who knew infinity trailer music, the man who knew infinity, movie in english srinivasa ramanujan,ramanujan, ramanujam, hardy ramanujan, god vs ramanujan, ramanujan story, ramanujan number, ramanujan paradox, maths vs ramanujan, story of ramanujan, srinivas ramanujan,#ramanujan number, ramanujan inifinity,hardy ramanujan number, ramanujan pradox hindi, ramanujan genius maths,srinivas ramanujam, ramanujan mathematician,ramanujan number paradox, srinivasa ramanujan movie, srinivasa iyengar ramanujan, srinivasa ramanujan namgiri devi, mathematician, indian mathematician, mathematician vs every unit, mathematicians, american mathematical society, mathematician jobs, mathematician tabs, great mathematician, mathematician movies, is god a mathematician, divine mathematician, mathematician salary, mathematician career, top mathematicians, best mathematicians top 5 mathematicians, mathematicians mind, top 10 mathematicians, mathematician education, salary of a mathematician, mathematicians national mathematics day, national mathematics day drawing, national mathematics day poster, national mathematics day drawing easy steps, mathematics day, national mathematics day speech, easy national mathematics day drawing, national mathematics day poster drawing, easy national mathematics day poster drawing, how to draw national mathematics day, national mathematics day status, essay on national mathematics day, speech on national mathematics day",#ramanujan #ramanujanmovieinhindi #ramanujanmovie #ramanujanmathematician #ramanujanstatus #ramanujanfullmovie #ramanujanattitudestatus #ramanujanshorts #ramanujanstory #ramanujanbiography #ramanujanparadox #ramanuiansummation #ramanuianfullmovieinhindi #ramanujanmagicsquare #ramanujansong #ramanujanand #ramanujanandhardy #ramanujanandinfinity #ramanujanandblackholes #ramanujananddevi #ramanujanandhiswife #ramanujanandnamagiri #ramanujanandjanaki #ramanujanandhardystory #ramanujanandnewton #ramanujanandhardytaxinumber #ramanujanandgoddess #ramanujanandhisdevi #ramanujanandgod #ramanujanandaliens #2023 #solution #proof,@radhikasarraf_official
pBYT9qFAtxU,Scams,कैसे लोग बिना OTP केभी अकाउंट खाली कर रहे है? #fraud #finance #scams,"finance,economics,कैसे लोग बिना OTP केभी अकाउंट खाली कर रहे है? #fraud #finance #scams",#fraud #finance #economics,@namaskarprasad
c6_-spGBaeY,Football,"Start,Bench,Sell?Ac Milan Edition","Sports,Football,Start,Bench,Sell?Ac Milan Edition",#sports #football,@goatsandsheepofficial
iujAvfcmwxc,Photography,Gazab ka Jugaad 😳 poori Plane book krli ek Magical video ke liye ✈️😬,Get Regular Unlimited Creative Short Photography & Videography Videos Here For Collaboration : ursmartmaker.influencer@prchitects.com Subscribe & Press Bell Icon For Daily Update Watch Full Photography & Videography Videos Here : https://youtube.com/c/UrSmartMaker,#jugaad #vlog #photography,@UrSmartMakerShorts
im0uchHlujg,Sigma,Mozang house का पता पूछ रहा था🔥,"Bhagat Singh, Freedom Struggle, Attitude",#southblockbuster #south #mrindianhacker #trending #subscribe #attitude #viral #like #sigmarule #bhagatsingh #pushpa2 ##love #iphone #cartoon #car #bike #r15 #summer #vlog #vlogger #kedarnath #bhajanmarg @bhajanmarg #army #narendramodi #yoga #yogi,@2minutescraftshort
laI5PWA_KC4,Food,Maharaja Platter khaya kya😝,Maharaja Platter khaya kya😝 #food #thali #foodvideos #streetfood #grilledpaneer #viralfood #viral,#food #thali #foodvideos #streetfood #grilledpaneer #viralfood #viral,@Nomadiouskifd
k_8_1ZeDL6c,Sports,Jude Bellingham Goal vs Barcelona Reaction,"Football,Jude Bellingham,Sports",#football #shorts #reaction,@MoreAA9skillz
Bc2WExwMhZA,Comedy,The Rich Intern | Part : 02 |,The Rich Intern | Part : 02 | #comedy #funny #couplegoals #corporate #corporateevents #corporatelife,#comedy #richintern #corporatelife,@saintinbaggy3426
UP1mfNy6LfU,Sports,"He Celebrated too EARLY, until Efren Reyes did the IMPOSSIBLE! | Z-Shot","Don't celebrate too early like this when you're up against Efren Reyes. Surely the game isn't over until it's over with Efren Reyes. Efren accidentally made the 8-ball here, so he stays at the table without a shot on the 5-ball. This is a hill-hill match. Earl Strickland is celebrating, but watch what happens next. #efrenreyes2023 #efrenreyes #billiards #pool #9ball #shorts #reels",#sports #pool #billiards,@pooliconefrenreyes
N9DQpCirl3E,Food,Chocolate Coke,"Choclate cake food, experiment",#food #experiment #asmr,@GreatIndianAsmr
MXs8F0HpI4I,Food,Chocolate lunch box ideas @IndianFoodiesMullaShaheen,Chocolate lunch box ideas @IndianFoodiesMullaShaheen #lunchbox #trending #shorts #chocolate #viral,#food #viral #lunchbox,@Shreyacakenkitchen
9xEjybWOd2M,Comedy,Genius to tu hai nhi😂 wo to dikh raha hai 😁,Genius to tu hai nhi😂 wo to dikh raha hai 😁 #viral #neet #funny #iit #jee #shorts #shortsvideo #meme,#comedy #shorts #exam preparation,@ThedawningSun24015
KbwbPN9USDw,Food recipe,Pav Bhaji Recipe Street Style Pav Bhaji Mumbai Pav bhaji,Pav Bhaji Recipe Street Style Pav Bhaji Mumbai Pav bhaji #YoutubeShorts #Shorts #PavBhaji,"#pavbhajirecipe #pavbhaji #pavbhajimasala #streetstylepavbhaji #pavbhajibananekividhi #streetfood #पावभाजी #paobhaji #pavbhajiinhindi #bhajirecipe #pavbhajibinatawa, बाजार जैसी पाव भाजी की रेसिपी, #mumbaistylepavbhaji, पावभाजी बनाने का तरीका, पावभाजी रेसिपी, तवा पाव भाजी रेसिपी, पाव भाजी रेसिपी, #pavbhajirecipehindi #howtomakepavbhaji, #mumbaipavbhaji, #pavbhajibananekatarika, #mumbaistreetfood, #bestpavbhaji, #hindipavbhajirecipe #youtubeshorts #shorts #viralshorts #viral #recipe #viralvideos #sagarskitchen #shortvideos #kitchenhacks #trendingshorts #trending #trendingvideo #trendingstatus #trendingvideos #reels #reelsvideo #reelsindia #reelsinstagram #howtostyle #howto #reelsviral #reelvideo #reelsinsta #cooking #cookingathome #cookingvideos #cookingchannel #cookingtips #cookingvideo #cookingshow #cookingathome #sagarskitchen @SagarsKitchen @DoPahiye # Pav Bhaji Recipe Street Style Pav Bhaji Mumbai Pav bhaji #YoutubeShorts #Shorts #PavBhaji",@SagarsKitchen
Z-LlhxXtORQ,Cricket,#reels #cricket #trending #viral #shortvideo,Cricket Sports Worldcup,#cricket #cwc2023,@Tataiplfact
sf8MF9p_6cA,Music,Reality Of Music Business Exposed | Ft Sunburn CEO | Raj Shamani,"Order my first book 'Build, Don't Talk' here: https://amzn.eu/d/eCfijRu -------------- Subscribe To Our Other YouTube Channels:- https://www.youtube.com/@rajshamaniclips https://www.youtube.com/@RajShamani.Shorts 🎧 Stream Figuring Out episodes on Spotify: https://open.spotify.com/show/736rhmW7vilNgkFFo8aDz4 📺 Watch Figuring Out episodes on YouTube: https://youtube.com/playlist?list=PLE0Jo6NF_JYO5-phess8GKafKMtPv3tfZ --------------- My gear for shooting this video: Canon EOS 200D II 24.1MP DSLR Camera: https://amzn.to/3GuiPFK Canon EF50MM F/1.8 STM Lens: https://amzn.to/3WZOSoi Canon EF-S 18-55mm f/3.5-5.6: https://amzn.to/3ZpKBMy Yunteng Aluminium Tripod (Vct-690, Black): https://amzn.to/3ItEzV0 Zoom H6 All Black (2020 Version): https://amzn.to/3irUCIf Shure SM7B Cardioid Vocal Dynamic Microphone: https://amzn.to/3GPimiM Shure MV7 USB Podcast Microphone: https://amzn.to/3Xjy63d GODOX SL150II 150W LED Video Light: https://amzn.to/3XeN0aL ------------------ About Raj Shamani Raj Shamani is an Entrepreneur at heart that explains his expertise in Business Content Creation & Public Speaking. He has delivered 200+ speeches in 26+ countries. Besides that, Raj is also an Angel Investor interested in crazy minds who are creating a sensation in the Fintech, FMCG, & passion economy space. To Know More, Follow Raj Shamani On ⤵︎ Instagram @RajShamani https://www.instagram.com/rajshamani/ Twitter @RajShamani https://twitter.com/rajshamani Facebook @ShamaniRaj https://www.facebook.com/shamaniraj LinkedIn - Raj Shamani https://www.linkedin.com/in/rajshamani/ • • • #Podcast #FiguringOut #RajShamani About Figuring Out Figuring Out Podcast is a Candid Conversations University where Raj Shamani brings raw conversations with the Top 1% in India.",#Podcast #FiguringOut #RajShamani,@rajshamani
BSFQ8TgdQJQ,Food,Tomato Egg Cheese 3 Combination Great Recipe,"omelette recipe, egg recipes, cheese omelette recipe, omelette recipes, how to make an omelette, tomato omelette recipe, omelette recipe indian, omelette recipe street food, breakfast recipe, omelette recipe in tamil, omelette recipe for weight loss, omelette recipe easy, omelette recipe food fusion, omelette recipe japanese, omelette recipe simple, egg curry recipe, egg recipe, egg roll recipe, egg curry, shakshuka recipe, how to make shakshuka, easy shakshuka recipe, Tomato Egg Cheese 3 Combination Great Recip","#tomatoeggrecipe #shakshukarecipe #cheeseomelette #eggtomatorecipe #youtubeshorts #shorts #viralshorts #shortvideos #viral #viralvideos #recipe #sagarskitchen #kitchenhacks #trendingshorts #trending #trendingvideo #trend #trendingvideos #reels #reelsvideo #reelsindia #reelsinstagram #reel #instagramvideo #tiktok #tiktokviral #tiktokindia #tiktokvideos @SagarsKitchen @DoPahiye omelette recipe, egg recipes, cheese omelette recipe, omelette recipes, how to make an omelette, tomato omelette recipe, omelette recipe indian, omelette recipe street food, breakfast recipe, omelette recipe in tamil, omelette recipe for weight loss, omelette recipe easy, omelette recipe food fusion, omelette recipe japanese, omelette recipe simple, egg curry recipe, egg recipe, egg roll recipe, egg curry, shakshuka recipe, how to make shakshuka, easy shakshuka recipe, Tomato Egg Cheese 3 Combination Great Recipe #youtubeshorts #shorts #viralshorts #shakshukarecipe",@SagarsKitchen
#NAME?,"Geopolitics,News",Part - 1 When A Pakistani Visited India,Part - 1 When A Pakistani Visited India 🤯😮 #shorts #pakistan #visit #india,#shorts #pakistan #visit #india,@PakistanUntold
paZCBq2FKMg,Comedy,UPSC interview of Anubhav Singh Bassi / funny interview,UPSC interview of Anubhav Singh Bassi / funny interview #standupcomedy #viral #trending #shorts,#standupcomedy #viral #trending #shorts,@ShortsLibrary.
vmxpCInDXiY,Finance,Amit Bhadana Reveals His Income | Raj Shamani,"https://www.youtube.com/@rajshamaniclips https://www.youtube.com/@RajShamani.Shorts 🎧 Stream Figuring Out episodes on Spotify: https://open.spotify.com/show/736rhmW7vilNgkFFo8aDz4 📺 Watch Figuring Out episodes on YouTube: https://youtube.com/playlist?list=PLE0Jo6NF_JYO5-phess8GKafKMtPv3tfZ --------------- My gear for shooting this video: Canon EOS 200D II 24.1MP DSLR Camera: https://amzn.to/3GuiPFK Canon EF50MM F/1.8 STM Lens: https://amzn.to/3WZOSoi Canon EF-S 18-55mm f/3.5-5.6: https://amzn.to/3ZpKBMy Yunteng Aluminium Tripod (Vct-690, Black): https://amzn.to/3ItEzV0 Zoom H6 All Black (2020 Version): https://amzn.to/3irUCIf Shure SM7B Cardioid Vocal Dynamic Microphone: https://amzn.to/3GPimiM Shure MV7 USB Podcast Microphone: https://amzn.to/3Xjy63d GODOX SL150II 150W LED Video Light: https://amzn.to/3XeN0aL ------------------ About Raj Shamani Raj Shamani is an Entrepreneur at heart that explains his expertise in Business Content Creation & Public Speaking. He has delivered 200+ speeches in 26+ countries. Besides that, Raj is also an Angel Investor interested in crazy minds who are creating a sensation in the Fintech, FMCG, & passion economy space. To Know More, Follow Raj Shamani On ⤵︎ Instagram @RajShamani https://www.instagram.com/rajshamani/ Twitter @RajShamani https://twitter.com/rajshamani Facebook @ShamaniRaj https://www.facebook.com/shamaniraj LinkedIn - Raj Shamani https://www.linkedin.com/in/rajshamani/ • • • #Podcast #FiguringOut #RajShamani About Figuring Out Figuring Out Podcast is a Candid Conversations University where Raj Shamani brings raw conversations with the Top 1% in India.",#economics #money #finance,@RajShamani
rrA5wnuGl14,Love,World full of fake love.🤧😡,Love Fake World full of fake love.🤧😡,#love #relationships,@itsrahulbro281
TaMMeRxZREU,Science,Ab hataun kaise ? | Hydrophobic property 😱 #,Science Experiement Physics Ab hataun kaise ? | Hydrophobic property 😱 #shorts #science #experiment #physics #funny,#science #relationship #shorts #science #experiment #physics #funny,@scienceandfun
hBrB2E41jUk,Travel,Oxygen ki kami😭😭...,Oxygen ki kami😭😭....#ladakh #laddakh #oxygen #views #vlog #trending #viral #weather #shorts #turtuk,#travel #ladakh #india #tree,"
@ashu.vlogeer_1"
5isaVXUGplQ,Movie,रणबीर कपूर कैसे कर रहे हैं KGF की copy by RJ bablu voto,"Bollywood, Movie,Ranbir Kapoor,Animal",रणबीर कपूर कैसे कर रहे हैं KGF की copy by RJ bablu voto #ranveerkapoor #kgf3 #animal #shorts,@RJ_bablu_voto
7lNmn-4K-oY,Funny,"Jhaatu ji aap khud freshie hai 😒, hamari ragging kaise le sakte hai😂","Hostel Days, Ragging, College",#funny #shorts #iit #neet #fun,@ThedawningSun24015
nEdC6U8TSvI,Coding,Comedy With Code,"Welcome to the world of bite-sized learning and laughter! 🤖📚 Get ready for a dose of education and entertainment with our AI Ki Pathshala shorts. In these quick, engaging videos ranging from 10 to 30 seconds, we blend humor and knowledge to serve up lessons on Artificial Intelligence, Data Science, Python, Databases, Machine Learning, and Deep Learning. Whether you're a seasoned tech enthusiast or a complete newbie, our shorts deliver valuable insights in a fun and approachable way. Join us on this learning journey and let's explore the exciting world of AI together. Don't forget to like, subscribe, and share the knowledge-packed laughs!",Comedy Code Data Science AI,@AIKIPATHSHALA-db2px
lKQr7Sh3quM,Sigma,गोरे लंगूर को हर सुविधा ओर हमें जानवर सा सुमुख😱,Sigma Attitutde Freedom Fighters,#southblockbuster #south #mrindianhacker #trending #subscribe #attitude #viral #like #sigmarule #bhagatsingh #pushpa2 ##love #iphone #cartoon #car #bike #r15 #summer #vlog #vlogger #kedarnath #bhajanmarg @bhajanmarg #army #narendramodi #yoga #yogi #attitude #trending #youtubeshorts #sigmarule #like #viral #parliament #elvishyadav #indian #hacker,@2minutescraftshort
hWAfli1HVJQ,Sports,Top 3 RUN OUT Of cricket 🏏 history 🔥 ll Intresting Facts about cricket l,Top 3 RUN OUT Of cricket 🏏 history 🔥 ll Intresting Facts about cricket ll #shorts #cricket,#cricket #sports,@CricketwithAman_22
qwvs1_bfCno,Relationship,he Rich Intern | Part : 04 | @saintinbaggy4326,The Rich Intern | Part : 04 | @saintinbaggy4326 #comedy #relationship #corporate #corporatelife,#relationship #corporate life,"
@saintinbaggy4326"
BH8tM4d6-7A,Friendship,Dost aur chai ke paise 😂🔥| indian family,Dost aur chai ke paise 😂🔥| indian family #shorts #indian #relatable #dosti #chai,#friendship #dosti,@WerLoser
inYBbLz8ZH4,Nationalism,Parvez Musharraf smased by nationalist 🇮🇳 muslim,Parvez Musharraf smased by nationalist 🇮🇳 muslim,#pakistan #india,@indiannationalistcommunity
cfeFQ_Dnby0,Movie,Iron Man Attitude Status | No lie | Avengers Shorts,avengers marvel,#ironmanattitude,@avengersshorts15
vwqEGnSoWE0,Movie,Others superheroes landing vs iron man,avengers marvel,#ironmanattitude #marvel,@avengersshorts15
89bsYFXEAXY,Movie,Coldest moment in marvel  Iron man status,avengers marvel,#ironmanattitude #marvel,@avengersshorts15
EsMhQLnfxeM,Movie,Coldest moment in marvel Thor attitude status,marvel,#thor ,@avengersshorts15
Np-xI2Y-gZM,Movie,Tony & Pepper Sad Status | Avengers Shorts,mavel,#ironman,@avengersshorts15
7BEvGDDOGZ8,Movie,Captain & Spiderman status | wait for spiderman,marvel,#ironman #marvel,@avengersshorts15
gVXR3bBwaRg,Movie,Normal transformation Vs super transformation ,transformation ,#shorts #marvel #transformation,@Syzo90syt
HUcD7toQw0c,Movie,Who can Defeat THANOS in The AVENGERS ,marvel, #marvel #marvelsavengers #avengers #marvelcharacter,@SpireRev
t_98A5gJWQg,painting,Easy pencil drawing,drawing,#shorts #viral #artistomg #drawing,@artistrupali
